id	mydate	author	posts	text	polarity
681	2021-09-06	Lost.Villain	#4119	Eller så lyssnar vi på folk som vet vad de pratar om? Skulle du ta träningsråd av Clapton?	NEUTRAL
682	2021-09-06	nidhoogen	#1060	Har du en källa på att jag inte har källa? Vetenskaplig sådan.	POSITIVE
683	2021-09-06	Lost.Villain	#4119	Han är nurse teacher, inte virolog.	NEUTRAL
684	2021-09-06	SagaVestenBoots	#233	Stort att du erkänner dig tillhöra de 90% med lägre intelligens. Det är mycket stort av dig!	POSITIVE
685	2021-09-06	SagaVestenBoots	#233	Du påstår alltså att Luc Montagnier inte vet vad han pratar om? Vem ska vi lyssna på enligt dig då? Matti Sällberg?	NEUTRAL
686	2021-09-06	NurseRatched	#15445	Oroa dig inte för min intelligens. Den är långt över genomsnittet.	NEUTRAL
687	2021-09-06	SagaVestenBoots	#233	Du bevisar motsatsen genom ditt ställningstagande i vaccinfrågan.	POSITIVE
688	2021-09-07	NurseRatched	#15445	Nej. Det är antivaccar dom har lägre IQ. De verkar inte kunna begripa hur ett vaccin fungerar.	NEUTRAL
689	2021-09-07	gilipolla	#707	Folks förtroende för medicinförsäljar är fascinerande. Läs på om pfizers kriminella historia. Så kommer ni kunna blicka in i framtiden	POSITIVE
690	2021-09-07	fifflarN13321	#35	valde att ta vaccinet ska ta det nästa vecka lär bara ta dos	NEUTRAL
691	2021-09-08	SagaVestenBoots	#233	Tvärtom. Personer du föraktfullt kallar anti-vaxers vet precis hur ett vaccin fungerar. Därför är de skeptiska till coronavaccinen, då de inte är några vaccin i traditionell mening utan genpreparat. Det är sunt att vara kritisk. Och särskilt sunt är det att vara kritisk till nya tekniker som dessa mrna-preparat.	POSITIVE
692	2021-09-08	konden	#242	Jag blir nyfiken... Varför bara en dos?	NEUTRAL
693	2021-09-08	Lost.Villain	#4119	Skrev jag inte Clapton? Kan du inte läsa?	NEUTRAL
694	2021-09-08	Lost.Villain	#4119	Varför tror du att Clapton skulle veta något alls om Covid? Han saknar formell utbildning. Lyssnar du på vilken kändis som helst i din iver?	NEUTRAL
695	2021-09-08	EastClintfood	#3887	Du svarade inte på min andra fråga.	NEUTRAL
696	2021-09-08	EastClintfood	#3887	Hör av dig om ett par år så får vi se vem som får rätt.	POSITIVE
697	2021-09-08	Lost.Villain	#4119	Du svarade inte på någon fråga. Din tur.	POSITIVE
698	2021-09-08	Lost.Villain	#4119	Troligen inte ont alls. Vaccinen har funnits i över ett år och få går runt och har ont på_grund_av dem.	NEUTRAL
699	2021-09-08	EastClintfood	#3887	Det behövs inte då man vet ändå svaret. Det är så lätt att genomskåda er.	POSITIVE
700	2021-09-08	Lost.Villain	#4119	Precis. Vi vet var ni står och varför ni inte svarar på frågor.	NEUTRAL
701	2021-09-08	EastClintfood	#3887	Hjärnverksamhet är visst inget du behärskar.	NEUTRAL
702	2021-09-08	EastClintfood	#3887	Hähä, åringar på nattklubbar. Det hade varit en kul syn. Det verkar som att de vaccinerade redan nu inte kan tänka klart, snart är dom som lydiga slavar åt överheten. någon...	POSITIVE
703	2021-09-08	St0ny	#2561	Ge mig gärna en länk där jag kan läsa om alla de tiotusentals människorna. Jag har missat dem.	NEUTRAL
704	2021-09-08	Lost.Villain	#4119	URL URL på IVA hittills URL	NEUTRAL
705	2021-09-08	Lost.Villain	#4119	Jag lider inte av förnekelse. Jag tittar på verkligheten och verklig data. Känslor sysslar mest vänstern med.	NEUTRAL
706	2021-09-08	Lost.Villain	#4119	Ja ta_fram siffror så kan vi se att det är få som råkat illa ut av vaccinerna.	NEUTRAL
707	2021-09-08	Lost.Villain	#4119	Du resonerar som en vänsterpartist. Gå och lägg dig.	NEUTRAL
708	2021-09-08	St0ny	#2561	Nu verkar du även inte kunna läsa, den största andelen rapporterat är Feber. Du är en fåntratt helt enkelt, och din agenda är tydlig.	POSITIVE
709	2021-09-08	musttomte	#2312	Den här tråden kan stängas för gött =) URL	POSITIVE
710	2021-09-08	nidhoogen	#1060	Var det inte 90%? Eller miljoner i våras och sprutlokaler står tomma sedan Februari?	NEUTRAL
711	2021-09-08	Kämpendahl	#12450	Folkhälsomyndigheten byter från september sätt att redovisa andel vaccinerade. Från_och_med då räknas personer från år med i statistiken. Andel vaccinerade med minst en dos: 81,6% Andel vaccinerade med två doser: 70,0% URL 81,6 procent som påbörjat sin vaccinering av personer över år är bra, men inte tillräckligt. Men vi verkar ha en god vaccinationsvilja i Sverige. Frågan är hur stor andel av befolkningen vi kommer att nå_upp till?	NEUTRAL
712	2021-09-08	CCkane	#1200	Det är inget vaccin, vet du vad ett vaccin är?	NEUTRAL
713	2021-09-08	Bengt-Erik	#411	Vad menar du med att det inte är något vaccin?	NEUTRAL
714	2021-09-08	-GG	#5523	Och varför gör läkemedelsbolagen en poäng av att skriva det (att ingen vet det och att länder som köper vaccinet accepterar det som en del i köpeavtalen) i de hemliga avtal som läckt ut... De kunde konstaterat enkelt: Det behövs inte med just detta vaccin för att det är unikt! Precis allting med detta rävgift luktar skurk.	POSITIVE
715	2021-09-08	CCkane	#1200	Det stoppar inte sjukdom eller smitta som VACCIN bör. Är du beredd att ta den tredje_dosen snart? Sen 4:e nästa år etc. Hade jag varit år eller sjuk i_övrigt hade jag nog valt att köpa det myndigheter säljer in. Men att framställa något efter ett par månader och som inte visat_sig ge för eventuella_biverkning i framtiden håller jag mig ifrån.	NEUTRAL
716	2021-09-08	Mash08	#1055	Nej du antydde. Ingen regel utan undantag, vi kan vända på det och säga att vaccin skyddar även fast fullvaccinerade dör. Checkmate	POSITIVE
717	2021-09-08	NurseRatched	#15445	Ja jag vet vad ett vaccin är.	NEUTRAL
718	2021-09-08	IamBack2	#551	Hur kan du göra det sambandet egentligen? Folk som känner till mig i dessa trådar vet att jag är för tvångsvaccinering, men jag är ändå eller Jag är fd stark Sverigedemokrat. Numera tycker jag att SD är för svaga. Jag tycker mer att det verkar som att de som är spruträdda, verkar mest vara dumskallar på vänsterkanten, de är som små lydiga och rädda får. De tar gärna emot invandrare för att de vågade inte säga nej till staten. Jag skulle istället vilja säga att anti-vaxxers är vänster extrema - de har i_varje_fall samma intelligens. Vi på högerkanten kan tänka lite mer rationellt och ett steg längre och därför kan vi se nyttan med att ta vaccin.	NEUTRAL
719	2021-09-10	Mash08	#1055	Nu jävlar börjar det hända grejer i umgängeskretsar Enstaka vänner och bekanta som vaccinerat_sig med både och doser blir hemmaliggande med positiv för covid, inga riskgrupper. Jag har förespråkat att vaccinet inte lär stoppa smittspridningen utan bara allvarlig_sjukdom, jag blev skrattad åt. Gissa vem som skrattar nu	POSITIVE
720	2021-09-10	EastClintfood	#3887	Vad är det för något? Kan du utveckla det du som är sköterska och insatt?	POSITIVE
721	2021-09-10	NurseRatched	#15445	Det är ett läkemedel vars verkningsmekanism är att engagera kroppens specifika imunförsvar mot ett givet antigen, virus eller bakterie.	POSITIVE
722	2021-09-10	hailb0p	#3798	Jaså, säger vem då? Är du läkare?	NEUTRAL
723	2021-09-10	slaiman	#360	Detta gäller ju alla vacciner och är allmänt känt av alla så jag vet inte vad din poäng är. Att du är smartare än dina kompisar?	POSITIVE
724	2021-09-10	Mash08	#1055	Min poäng är att umgänget skrattade när jag sa att smittspridningen lär fortsätta, vaccinerad eller ej. Jag tycker det är anmärkningsvärt att unga vaccinerad_person insjuknar i covid, det visar tendenser på att vaccinet är svagt.	NEUTRAL
725	2021-09-10	CathelynWajld	#609	AnAnthony_Fauci ger dig här den, i särklass, bästa förklaringen: URL	POSITIVE
726	2021-09-10	NurseRatched	#15445	Ja. I båda fallen engageras det specifika immunförsvaret. Ingen skillnad.	NEUTRAL
727	2021-09-10	ilikepancakes	#3763	Bra kortfattat. Oerhört stark utveckling av vaccinframtagning som kommer korta tider för framtagning av många vaccin i framtiden och rädda miljontals liv.	POSITIVE
728	2021-09-10	scoremax	#16418	En av anledningar kanske är att man ger olika förklaringar, när man egentligen inte_ens skall behöva förklara sig alls...och ändå begriper inte den som frågat, utan likförbannat startar en tråd på Flashback där man förväntas komma med ytterligare förklaringar. Det kan ju vara en förklaring...	POSITIVE
729	2021-09-10	nidhoogen	#1060	Satt och väntade på sprutan igår, en ung tjej föll_ihop några meter bort så jag sprang därifrån, lyckades dock få det på film; URL Notera kvinnor som sitter kvar this is fine .	POSITIVE
730	2021-09-10	EnlitenUggla	#2870	Jag är en man i ung ålder. Har inga problem eller lustiga sjukdomar. Risken är större att jag får ordentliga biverkningar av vaccinet än vad jag skulle få av viruset.. Så varför trycka_i_sig nåt som procentuellt sett skulle ge mig en större chans att få biverkningar/ i_värsta_fall dö av blodfjuttar	NEUTRAL
731	2021-09-10	EnlitenUggla	#2870	Det är ju lite det man får gå efter. DOCK! vill jag tillägga att om man har tagit vaccinet så är det mindre risk att smitta andra. Och det kan man ju förstå. För viruset vill ju inte vara i en vaccinerad kropp osv. Men ja vi får se vad som sker. kanske det ändrar sig också med tiden.	NEUTRAL
732	2021-09-11	Lost.Villain	#4119	Ytterst få bevisade och inga långsiktiga bevisade.	POSITIVE
733	2021-09-12	Jordgubbe	#3143	En annan graf på läget (via LinkedIn).	NEUTRAL
734	2021-09-12	granskottet80	#956	Fast vad är det som säger att denna skillnad inte beror på alla som haft smittan. Naturliga antikroppar? Finns väl ingen som kan bevisa att det är tack_vare vaccinet?	POSITIVE
735	2021-09-12	Almanacka2018	#863	Går säkert om man vill titta på antalet med antikroppar vs antal vaccinerade vs antal ovaccinerade med. Men som jag förstår det i Sverige var vi väl inte i närhet av flockimmunitet med antikroppsnivåer senaste testerna, om det var kring sommaren eller när de pratade om tester sist. Däremot har vi en rätt hög andel vaccinerade, om_än det fortfarande är en del som saknar dos ett och dos två.	POSITIVE
736	2021-09-12	granskottet80	#957	Fast det tittar man ju inte på och därav ska man inte dra såna slutsatser heller anser jag. Det är massvis som inte kollat om dom har antikroppar eller ej utan bara haft infektionen. Det finns nya studier på att man har kvar antikroppar ett år och längre. Och även_om det inte längre syns om man har antikroppar på testen har många utvecklat t-cellsimmunitet. Naturliga antikroppar efter genomgången_infektion ska enligt studier vara mer effektivt än hos personer som inte haft covid och bara tagit vaccinen.	POSITIVE
737	2021-09-12	kjellkritisk	#6704	Samma studier såg ännu högre skydd om de som genomgått_infektionen och fått en dos vaccin. Du stirrar dig blint på ett resultat men inte konskvenser med att uppnå detta med genomgången_infektion.	POSITIVE
738	2021-09-12	granskottet80	#957	Det var därför jag skrev; Naturliga antikroppar efter genomgången_infektion ska enligt studier vara mer effektivt än hos personer som inte haft covid och bara tagit vaccinen Jag ser absolut ingen anledning att ta vaccinet när man redan har ett fullgott skydd.	POSITIVE
739	2021-09-12	kjellkritisk	#6704	Så forskar resultat är fel då om att den med genomgången_infektion får bäst skydd med en dos vaccin efteråt??	POSITIVE
740	2021-09-12	granskottet80	#957	Det kvittar hur resultaten ser ut i dag. Jag påstår inte det ena eller andra om vaccinet just för att det är för tidigt att säga. Och då väljer jag det som är gott nog. Allt annat är bara idiotiskt.	POSITIVE
741	2021-09-12	kjellkritisk	#6704	Vilket icke svar där man inte förstår vad som du menar eller ville sagt. Förtigt att säga om vaccinen när vi närmar oss ett år av fas IV, ja hur mycket mer behöver man för att se fördelar överväger i den närmaste obefinliga riskerna!	NEUTRAL
742	2021-09-12	kjellkritisk	#6704	Israel har haft 1,17 miljoner registrerade fall och Sverige 1,4 miljoner. Ja fast då måste du ju redovisa siffror på hur många vaccinerande som fått genombrottsinfektion och hur många som återinfekterats. Tro får du göra i kyrkan. En av de viktigaste faktorer är dessutom hur ser inläggningar och död ut efter vaccineringen!	NEUTRAL
743	2021-09-12	granskottet80	#957	Fast smittan ökade efter vaccinationen i Israel. Du kan ju inte bara titta på totalen. Om vaccinen vore så bra skulle det inte öka när majoriteten är fullvaccinerad. Det spelar ingen roll vad du eller jag tror. Det talar för sig själv.	POSITIVE
744	2021-09-13	LucianMacAndrew	#5102	Inte så svårt. Antivaxxers är lågt bildade korkade personer i_regel som bara inte förstår bättre. Dom tror tex att Facebook och Youtube är källor.	POSITIVE
745	2021-09-13	LucianMacAndrew	#5102	Så är det inte dock. De flesta sjuka i Israel är ovaccinerade. Utöver det. Ju högre % som är vaccinerade, desto högre % vaccinerade på sjukhus, det e rätt enkel matte.	POSITIVE
746	2021-09-13	Onkel	#5291	Naehhh .... Jag har snuddat vid den tanken. Jag har inte undgått att notera att kineser har drabbats anmärkningsvärt lindrigt av epidemin. Kineser visste att viruset var farligt, och såg till att skydda_sig själva. Viruset har lamslagit övriga Världens ekonomier, samtidigt_som Kinas ekonomi har fortsatt att gå bra. Jag räknar inte med att dom nu befintliga vacciner kommer att skydda mot nästa virus. Vi får hoppas att amerikaner är villiga att återigen satsa enorm_pengar på ett nytt Operation Warpspeed. Jag hoppas att europeiska myndigheter har lärt_sig vikten att agera snabbt nästa gång kineser släpper en ny produkt på marknaden. Flygplanen ska stoppas så fort man får vetskap om nya kinesiska exportvaror. Jag vet inte hur stor risken är för ADE. Finns samma risk med dom antikroppar som fås genom infektion?	POSITIVE
747	2021-09-13	Epimanes	#2836	Den allmänna kombinerade fysiologi/anatomi kursen jag gått har inte förberett mig för sådant. Det jag läst på_egen_hand har inte gått in på det. Så jag har inte en aning men det vore intressant att få reda på.	POSITIVE
748	2021-09-15	slaiman	#360	Hur många då? Hade dom överlevt utan vaccin?	POSITIVE
