id	mydate	author	posts	text
232	2021-09-25	GenesisP	#9932	Du kan tro att du skriver ditt inlägg för att du verkligen tycker att det är en ren hälsofråga. Men många förstår att du, som vaccinerad och många andra vaccinerade med dig, är så osäkra (och faktiskt ganska så rädda) angående ert val och ett sätt att hantera det är att tvinga in alla i vaccin-fållan för att ingen i samhället ska ha en fördel över er, eller att ni ska framstå som så dumma och naiva ni de facto är. Ännu mindre så om det skulle vara en WT som vann. Ni kan ta alla mina pengar och alla mina saker. Jag kommer inte att vaccinera mig för det. Aldrig att jag skulle leva på mina knän inför er och be om lov att utvärdera mig själv. Vill ni riskera hela ert immunförsvar är det er grej, gör det inte till min. Jag har ett toppenfungerande naturlig skydd i mig.
233	2021-07-18	severustheemperor	#4128	Fram med ett enda inlägg där jag säljer en konspirationsteori. Har du missat vad som skrivits i media om hjärtproblem och covid vaccin? Även CDC uppmärksammar det hela: Myocarditis and Pericarditis Following mRNA COVID-19 Vaccination URL I EUÂ´s databas. Döda relaterat till hjärtproblem. (up to 26/06/2021) , Pfizer, anmält döda, Cardiac disorders: (up to 26/06/2021) , ASTRAZENECA, anmält döda, Cardiac disorders: 431
234	2021-09-03	magpest	#3257	Pfizer har insett att man kan tälja guld på pandemin. Att inte ta tillvara på detta gyllene tillfälle vore korkat av Pfizer. Nej, jag kommer inte ta något piller mot covid.
235	2021-04-19	Grand-canyon	#6860	Såg att Anders t fått sin första dos Astra nu. Ett jättebra vaccin enligt honom. Bara lätt feber som symptom än så länge.
236	2021-09-07	MachDiamonds	#3157	Överlevnadsgraden är 99,9% hos folk under 70, inklusive riskgrupper. Visa gärna siffror för hospitalisering.
237	2021-07-07	Hunter85	#873	Skrämmande video om folk som blir ratade av experterna och försäkringsbolagen när de lider av biverkning av vaccinen som skulle vara säkra; URL Fan lider med dessa människor, i ett perfekt samhälle hade de gjort det rätta men nu får de ta straffet för något de inte förtjänar, fyfan.
238	2021-05-10	Firewaia	#6068	Qanon idioter och antivaccin-horor ja. Låt de utrota sig själva för fan, tror man på detta har man redan outat sig som icke essentiell.
239	2021-03-15	Pa.Forever	#1649	Detta kommer från dig! En person som har hört något från Dr Dolores! Fan man blir så jävla trött på idioter som dig!!! Snart 15.000 har dött i lilla sverige. Och 500.000 i Usa. Liten dödlighet!!! Dags att sluta titta på youtube och läsa Conspiracy theories. Idiot. Ta ett studie besök på intensiven. Men det är väl bra att personer som du rensas bort från denna jord. Synd bara att du kan smitta andra.
240	2021-08-14	allan78	#2319	Jag väljer att tro på att världens samlade vetenskap är större än eventuella mindre konspirationsteorier. Dessutom, biverkning är ingenting jämfört med uppsidan.
241	2021-01-17	LisaLucky	#1604	Du får gärna utveckla sista stycket? för det där sade mig nämligen inte ett smack.
242	2021-06-29	Grand-canyon	#7191	På covid passen står det att det gäller dagar efter vaccinering. Sen vet man ju inte för vaccin är så nya och icke prövade på lång sikt.
243	2021-03-18	Jeff567	#400	Det är väl när man vaccinerar som det uppkommer mutationer! (Ville skriva hönshjärna, men har nog inte fullt belägg för det) /J
244	2021-08-18	Vekruset	#11477	Den går inte att vaccinera bort, men bra att du är glad.
245	2021-09-03	Intensivtklok	#7127	Jo, det skrev han, men tror aldrig han svarade på om det var konstaterat eller bara ett antagande. De som fick narkolepsi fick sina symtom ofta ganska snabbt efter vaccineringen, men i en del fall dröjde det längre, men oavsett mycket tråkigt för de som drabbades. Nu finns det dock inget som tyder på några liknande fenomen med något av de vaccin som använts i västvärlden (och övriga känner jag inte till något om egentligen). Tråkigt att höra om de som du känner/känner till som blivit dåliga av vaccinet, men statistiken säger ai vilket fall att det är synnerligen ovanligt med sådana biverkningar. Tre sprutor? Man har väl inte börjat ge tredje sprutan ännu ens till de som skulle få den? Nja, man kan välja i Stockholm numera, men det är nog rätt nytt. Olika ställen får olika vaccin och man kan välja utifrån det också (förr svarade de inte på vilka vaccin som fanns, men nu verkar de göra det).
246	2021-06-17	Antialles	#1614	Han skyddar sig själv överlägset bäst genom att INTE ta giftet. Dessutom skyddar han alla oss som besitter förnuft, ju fler vi är desto svårare blir det att tvinga oss...
247	2021-09-10	Stopp.Belagg	#548	Nu tycker jag du nedvärderar flashback. Om han ringer så kommer han först få sitta någon timme i telefonkö, sedan kommer han troligen att få höra att symptomen är inbillning eller något, åtminstone om han skulle råka antyda att problemet uppkom efter injektionen. På flashback kan han få veta om fler har upplevt samma symptom, med mera.
248	2021-11-13	StiQan	#102	De drog tillbaka en batch moder , pga olämliga material, så det har redan hänt.
249	2021-08-11	Allcopsarebastards	#1160	Aldrig någonsin. URL och här är mitt vaccinpass URL jointhewhiterose.com t.me/jointhewhiterose
250	2021-12-16	Kate80	#4103	Det verkar som det kan vara en biverkning av vaccinet. URL
251	2021-09-18	GlennvonGoteborg	#7614	Lokal TV-station i Detroit ber tittare att komma in med historier om ovaccinerade som fått Covid och dött. I stället översvämmas tv-stationen av 180 000 historier om folk som har dött och skadats av vaccin URL
252	2021-04-16	kaReri182	#2003	Visst kan det finnas en gnutta sanning i det naprapaten påstår. Personligen har jag dock genomlidit oförklarig led- och muskelvärk flera ggr utan att vare sig tagit vaccin eller ens tränat. Så orsaker kan vara många utan att det har minsta koppling till vaccineringen.
253	2021-10-03	Taggen2	#1124	Var är den medicinska myndighetsutredning som visar att han dog av vaccinet? Luktar antivaccinationspropaganda.
254	2021-06-10	Eskulap	#2047	Och i mitt fall kommer det inte leda till konsekvenser eftersom jag inte låtit mig injiceras med något experimentellt ämne. I ditt fall däremot... Men jag önskar dig på riktigt lycka till. Jag hyllar vetenskapen och är generellt för vaccin. Men det här är alldeles för färskt och det finns alldeles för många frågetecken samtidigt som risken att dö i Covid är näst intill obefintlig. Finns ingen som helst anledning att gambla och vaccinera sig i mitt fall. Noll.
255	2021-09-07	jori9900	#2778	Trots världens högsta skatter är vårdkapaciteten helt obefintlig verkar det om. Nu har vi en extrem hetspropaganda att alla ska ta mRNA-giftsprutan för att avlasta dom kollapsande vårdresurser som hittills lyckas stå på benen. Jag ser framför mej överfulla akutavdelningar där covidpatienter hostande och lungsjuka översvämmar minsta fria yta och ligger typ skavfötters i sängar medan hjälte läkare och sköterskor baddar deras febriga pannor. Respiratormaskiner går på högtryck. Ambulanser går i skytteltrafik. Typ. Men är det verkligehten? Knappast va.. Det är väl snarare så att akutmottagningar blockeras av utländska klanfamiljer i våldsamma uppgörelser och i sängar ligger mest skjutna och slagna gängmedlemmar
256	2021-09-08	mrtowlie	#6243	Ja, all vetenskaplig data visar att risker med vaccin understiger risker med covid, med god marginal. Sen kan man så klart läsa alternativmedia som påstår motsatsen, men då bör man fråga sig vem som blir manipulerad och hjärntvättad egentligen.
257	2021-07-19	ddddg	#109	Hade jag varit gammal eller fet och multisjuk hade jag nog övervägt att ta det precis som att jag i ett sådant hypotetiskt scenario troligtvis vaccinerat mig för säsongsinfluensan. Nu är jag inte det så det förefaller något meningslöst att ta vaccinet, i synnerhet som jag troligtvis redan hade virus förra året och således redan borde ha ett bättre skydd än vaccin kan ge. Det enda som egentligen är tilltalande med att ta vaccin nu är att vettskrämda, fullvaccinerade vänner och kollegor kanske skulle sluta tjata om det.
258	2021-08-07	FladderFarfar	#1740	Min gissning är att det är en helvetes massa mer människor som dött av virus än vaccinet, oavsett hur vi väljer att räkna!
259	2021-12-17	korrektamund0	#5423	Då har du andra uppgifter än vad jag har. Om du är intresserad kan du gå in på valfri epitopdatabas och kontrollera vilka CD4 och CD8-epitop som konserverats i spiken över de kända varianter (ID: P0DTC2). Det lär dessutom finnas ganska gott om analyser som visar hur många som finns i spiken. Reservation för att jag inte har exakta detaljer om vaccin , men vad jag förstår kodar de för en majoritet av de 1,273 aminosyror . Där får du gärna fylla i min kunskapslucka om du vill.
260	2021-09-12	S0urce	#1490	OK, men du missade en: 7. Inpräntat av media, eller helt enkelt via grupptryck.
261	2021-07-22	Zaedrews	#39156	Nu kom det senast idag en rapport som visar att Pfizer ger 88% skydd mot Delta. Visst man kan framföra att biverkning på längre sikt av givna skäl inte är kända. Men finns inget som talar för att det ska ge några sådana. Däremot vet man redan att även unga som drabbats av Corona kan få kroniska ärr i lungor , dvs aldrig bli så friska de var innan.
262	2021-06-08	thomas6668	#1289	Jag ska göra det! Ditt problem är ju att du bara klarar av att läsa in saker som stämmer överens med det du vill ska vara sant. Prova att läs och lyssna på saker som du inte tror på, det kan vara intressant och utvecklande. Jag vet tex att sperma-produktionen blir kanske ggr sämre vid svår covid. Så det kan ju vara intressant att se om det kommer drabba 3 10% vi sjukdom eller kanske vid vaccinering. Man ska alltid analysera från olika infallsvinklar och så får man se vart det landar, och kanske väga in samhällsnyttan i det stora hela. Det vore ju eg bra om vi blev mindre produktiv över lag. Men kanske dåligt för vissa länder och individer
263	2021-09-12	Lost.Villain	#4380	Jo det finns inte så många vaccinskeptiker i covidfrågan så de få som finns är nog både utbildade och gamla.
264	2021-12-02	maratonmaniker	#3922	EN biverkning har jag fått efter mina .......just nu TRE sprutor mot Covid 19 och det är kraftig ömhet i sprutarmen vid beröring. I övrigt ingenting. När jag tog spruta tre så fick jag också vaccin mot den årliga flunsan (det är inte Covid 19 utan ngt helt annat ........*typ*?) Så fyra vaccin-sprutor inom ett år och ja jag mår ju bra. Jag har inte ens varit förkyld de senaste 20+ åren (peppar peppar ta i trä)
265	2021-08-18	constant	#28266	Och så kanske det kan fortsätta, det vet vi inte nu. Men att vara så fientlig mot den forskning som pågår, och mer tro på fantasier, jag vet inte vad jag ska säga. Typ en ny religion.
266	2021-12-29	shoottheelks	#1812	Alla pratar myocarditis när de flesta dör av cardiac arrhythmia.
267	2021-11-04	AndersTengell	#1876	Ja visst är det så men man brukar vara lite försiktig när man pratar om det: URL De siffror vi ser speglar bara den globala situationen Vidare har man i princip ingen koll på hur den importerade tuberkulosen har spridit sig...
268	2021-09-02	MachDiamonds	#1600	Alternativet för de som inte tar sprutan är infektion, vilket lär ske inom snar framtid. Alla kommer bli smittade, vaccinerade och ovaccinerade, det är forskar ganska eniga om nu. För någon under år är överlevnadsgraden 99,9%. Efter infektion har du bred och troligtvis livslång immunitet som klarar alla varianter hittills. Vaccinens effektivitet börjar avta efter 3-10 veckor. Man kan alltså välja stark, lång immunitet genom infektion med 99,9% överlevnadsgrad, eller 3-10 veckors svag immunitet med sprutor om året för att hålla uppe skyddet. Vaccin till riskgrupper och naturlig immunitet för resten är det som snabbast avslutar pandemin. Det är så vi brukar göra med förkylningsvirus, finns ingen anledning att byta strategi. Nya virus ger alltid 2-3 jobbiga säsonger för att sedan lugna sig när naturlig immunitet har brett ut sig. De här vaccin kan uppenbarligen inte ändra på det eftersom vi nu ser smittan öka igen. Nästa år är detta över.
